ID,Block Number,Restriction,Time Limit,Street,Payment Time,Total Space,Hourly Rate,Mobile Payment Number,Pay Type,Business Zone,Center Point,Line
1089,PBP-026,"AM, PM",2 HOUR,York Ave,0900 - 1530,1,1.75,204447,PaybyPhone Only,Downtown,POINT (-97.1389927806019 49.8897066271423),"MULTILINESTRING ((-97.1389271154353 49.8897215237029, -97.1390584400095 49.8896917318419))"
306,4531,NONE,2 HOUR,Good St,0800 - 1730,7,1.75,204287,"Paystation, PaybyPhone",Downtown,POINT (-97.1518222987189 49.8901471034243),"MULTILINESTRING ((-97.1518422266605 49.889923633786, -97.1518023705232 49.8903705738401))"
199,2280,NONE,2 HOUR,Mill St,0800 - 1730,5,1.75,204348,"Paystation, PaybyPhone",Downtown,POINT (-97.1334515504857 49.895108408111),"MULTILINESTRING ((-97.1333929757937 49.8952142510459, -97.1335101252465 49.8950025645579))"
475,3388,AM,2 HOUR,Princess St,0900 - 1730,5,1.75,204558,"Paystation, PaybyPhone",Exchange,POINT (-97.1430937987774 49.89737988514),"MULTILINESTRING ((-97.1432086526238 49.8972316722256, -97.1429789438851 49.8975280983801))"
99,3376,NONE,2 HOUR,Rupert Ave,0800 - 1730,4,1.75,204568,"Paystation, PaybyPhone",Exchange,POINT (-97.1351500630388 49.9001179804149),"MULTILINESTRING ((-97.1349816867549 49.900064220751, -97.1353184409796 49.9001717402441))"
727,PBP-024,"AM, PM",2 HOUR,William Ave,0900 - 1530,4,1.75,204435,PaybyPhone Only,Downtown,POINT (-97.1450837757093 49.9007171466272),"MULTILINESTRING ((-97.1449405434575 49.9006711418013, -97.1452270082076 49.9007631512681))"
2199,PBP-036,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,8,1.75,2042123,PaybyPhone Only,Downtown,POINT (-97.1455969660139 49.8996747682242),"MULTILINESTRING ((-97.1452447519067 49.8995616262327, -97.1459438355772 49.8997861918228, -97.1459491951495 49.8997879130976))"
379,4252,PM,2 HOUR,York Ave,0800 - 1530,4,1.75,204451,"Paystation, PaybyPhone",Downtown,POINT (-97.1432729287683 49.8886116762309),"MULTILINESTRING ((-97.1430716232647 49.8886572737267, -97.1434742340803 49.8885660783439))"
707,PBP-184,NONE,4 HOUR,McDermot Ave,0800 - 1730,12,2.75,204622,PaybyPhone Only,Health Science Centre,POINT (-97.1655715286098 49.9051705708996),"MULTILINESTRING ((-97.1651005052285 49.9050225705, -97.1660425544797 49.9053185692651))"
1146,3407,NONE,2 HOUR,Edmonton St,0800 - 1730,7,1.75,204265,"Paystation, PaybyPhone",Downtown,POINT (-97.1437870503836 49.8859490221939),"MULTILINESTRING ((-97.143681855446 49.885755274398, -97.1438922463127 49.8861427701654))"
1216,PBP-047,NONE,2 HOUR,Kennedy St,0800 - 1730,5,1.75,204314,PaybyPhone Only,Downtown,POINT (-97.1439910827436 49.8838819441886),"MULTILINESTRING ((-97.1439107115318 49.8837334719512, -97.144071454244 49.8840304159904))"
1068,4934,NONE,2 HOUR,Market Ave,0800 - 1730,2,2.75,204536,"Paystation, PaybyPhone",Exchange,POINT (-97.1354978532994 49.8983384452218),"MULTILINESTRING ((-97.1354073850262 49.8983095328416, -97.1354970884179 49.898338200778, -97.1355883177871 49.8983673561628))"
2380,4518,NONE,2 HOUR,Pacific Ave,0800 - 1730,2,1.75,204550,"Paystation, PaybyPhone",Exchange,POINT (-97.1339726589476 49.9002194174606),"MULTILINESTRING ((-97.1338936331153 49.9001941840997, -97.1340246171993 49.900236007958, -97.1340516802949 49.9002446491448))"
1045,4909,NONE,2 HOUR,Hargrave St,0800 - 1730,9,1.75,204297,"Paystation, PaybyPhone",Downtown,POINT (-97.1422345667511 49.8884615788037),"MULTILINESTRING ((-97.1420865558935 49.8881888910375, -97.1423825797173 49.8887342671849))"
2341,PBP-121,NONE,9.5 HOUR,Edwin St,0800 - 1730,2,1.75,204683,PaybyPhone Only,No Biz Zone,POINT (-97.1322050268508 49.9013255687029),"MULTILINESTRING ((-97.1322512954752 49.9012650978755, -97.1321587602133 49.9013860367635))"
1090,4282,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,5,1.75,204421,"Paystation, PaybyPhone",Downtown,POINT (-97.1388284428095 49.8912639509979),"MULTILINESTRING ((-97.1386643069882 49.8913012376331, -97.1389925779146 49.8912266642362))"
779,4513,NONE,9.5 HOUR,Alexander Ave,0800 - 1730,4,1.75,204491,"Paystation, PaybyPhone",Exchange,POINT (-97.1334985864119 49.9005908502474),"MULTILINESTRING ((-97.1333421277758 49.9005406509065, -97.133655045029 49.9006410492672))"
1161,PBP-070,NONE,2 HOUR,Wesley Ave,0800 - 1730,3,1.75,204432,PaybyPhone Only,Downtown,POINT (-97.136444538921 49.8928699271424),"MULTILINESTRING ((-97.1363134477548 49.8929001094827, -97.1365756308655 49.8928397444373))"
719,PBP-178,NONE,4 HOUR,Sherbrook St,0800 - 1730,5,2.75,204629,PaybyPhone Only,Health Science Centre,POINT (-97.1548123942108 49.9056633266909),"MULTILINESTRING ((-97.154909633546 49.9055391038478, -97.1547151543784 49.9057875494479))"
177,3188,NONE,4 HOUR,McDermot Ave,0800 - 1730,3,2.75,204616,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1619089097214 49.9040059726425),"MULTILINESTRING ((-97.1617784229653 49.9039637952963, -97.1618824045145 49.9039974661183, -97.162039579113 49.9040479092642))"
1496,2644,"AM, PM",2 HOUR,York Ave,0900 - 1530,6,2.75,204449,"Paystation, PaybyPhone",Downtown,POINT (-97.1458991018343 49.8881380716815),"MULTILINESTRING ((-97.1456250095547 49.888200160649, -97.1456749940201 49.8881888379401, -97.1461731854355 49.8880759838729))"
113,PBP-065,NONE,2 HOUR,Rupert Ave,0800 - 1730,2,1.75,204395,PaybyPhone Only,Downtown,POINT (-97.1385013410668 49.9010696856311),"MULTILINESTRING ((-97.1384389308 49.9010497705365, -97.138563747272 49.9010895993796))"
834,PBP-044,NONE,2 HOUR,Hargrave St,0800 - 1730,11,1.75,204508,PaybyPhone Only,Exchange,POINT (-97.1438733658013 49.8996265310992),"MULTILINESTRING ((-97.1440388714005 49.8994129485128, -97.1437078587072 49.8998401134882))"
2741,4183,NONE,2 HOUR,Garry St,0800 - 1730,3,1.75,204282,"Paystation, PaybyPhone",Downtown,POINT (-97.1389527784537 49.8905378717598),"MULTILINESTRING ((-97.1388987713893 49.8904383277591, -97.1390067855038 49.8906374152984))"
583,4177,NONE,2 HOUR,Fort St,0800 - 1730,1,1.75,204275,"Paystation, PaybyPhone",Downtown,POINT (-97.1378416878995 49.8911752946766),"MULTILINESTRING ((-97.1378301748797 49.8911540783209, -97.1378531991474 49.8911965077474))"
2398,3385,NONE,2 HOUR,Market Ave,0800 - 1730,1,2.75,204535,"Paystation, PaybyPhone",Exchange,POINT (-97.1366595819472 49.8987132830622),"MULTILINESTRING ((-97.1366210158881 49.89870095842, -97.1366981545084 49.8987256097631))"
1378,2517,NONE,2 HOUR,Fort St,0800 - 1730,5,1.75,204273,"Paystation, PaybyPhone",Downtown,POINT (-97.1355926037596 49.8873583103599),"MULTILINESTRING ((-97.1355193462817 49.8872228969807, -97.1356658613781 49.887493723193))"
1030,3424,NONE,2 HOUR,King St,0800 - 1730,7,2.75,204513,"Paystation, PaybyPhone",Exchange,POINT (-97.1415467020887 49.8977429617164),"MULTILINESTRING ((-97.1416866931971 49.8975628522661, -97.1414067102714 49.8979230705657))"
1962,4163,NONE,2 HOUR,Hargrave St,0800 - 1730,4,1.75,204292,"Paystation, PaybyPhone",Downtown,POINT (-97.1432379693253 49.8906456299682),"MULTILINESTRING ((-97.1431784653643 49.8905360309331, -97.14329747363 49.8907552291082))"
1109,4551,NONE,2 HOUR,Kennedy St,0800 - 1730,6,1.75,204803,"Paystation, PaybyPhone",West End,POINT (-97.1499522259975 49.8945248885483),"MULTILINESTRING ((-97.149883133345 49.894397602646, -97.150021318172 49.8946521728575))"
921,4903,NONE,2 HOUR,Kennedy St,0800 - 1730,12,1.75,204313,"Paystation, PaybyPhone",Downtown,POINT (-97.1449743890913 49.8854017806029),"MULTILINESTRING ((-97.1447836086245 49.885049369718, -97.145165172389 49.8857541912587))"
346,4554,NONE,2 HOUR,Carlton St,0800 - 1730,14,2.75,204242,"Paystation, PaybyPhone",Downtown,POINT (-97.1463836400093 49.8937528557677),"MULTILINESTRING ((-97.1462184204127 49.8934481523871, -97.146548861885 49.8940575592687))"
1798,4484,"AM, PM",2 HOUR,Portage Ave E,0900 - 1530,1,1.75,204376,"Paystation, PaybyPhone",Downtown,POINT (-97.1365688120881 49.8949647267774),"MULTILINESTRING ((-97.1365070713914 49.8949439910691, -97.1366305602863 49.8949854649545))"
152,3361,NONE,4 HOUR,McDermot Ave,0800 - 1730,3,2.75,204619,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1564611658638 49.9022632419361),"MULTILINESTRING ((-97.1563239026464 49.9022192735481, -97.1565984308432 49.9023072106464))"
315,3411,NONE,2 HOUR,Edmonton St,0800 - 1730,8,2.75,204266,"Paystation, PaybyPhone",Downtown,POINT (-97.1468112902016 49.8918276771496),"MULTILINESTRING ((-97.1466898767157 49.8916041391516, -97.1467904463174 49.8917893009999, -97.1469327044808 49.8920512144559))"
747,PBP-069,NONE,2 HOUR,Stanley St,0800 - 1730,3,1.75,204712,PaybyPhone Only,No Biz Zone,POINT (-97.1389796282673 49.9053356405988),"MULTILINESTRING ((-97.1389907255733 49.9052737616185, -97.1389685311127 49.9053975185754))"
39,PBP-142,"AM, PM",2 HOUR,Smith St,0900 - 1530,1,2.75,204405,PaybyPhone Only,Downtown,POINT (-97.1416197985543 49.8927326067032),"MULTILINESTRING ((-97.141601351574 49.8926986671534, -97.1416382435313 49.8927665425167))"
2907,3439,PM,2 HOUR,King St,0800 - 1530,12,2.75,204516,"Paystation, PaybyPhone",Exchange,POINT (-97.1406098098896 49.8987000854654),"MULTILINESTRING ((-97.1408474769869 49.8983948076789, -97.1404650227123 49.8988860590515, -97.1403740125613 49.8990059621503))"
524,4169,NONE,2 HOUR,Edmonton St,0800 - 1730,1,2.75,204268,"Paystation, PaybyPhone",Downtown,POINT (-97.1465672723572 49.8909937005334),"MULTILINESTRING ((-97.1465557530657 49.8909724898958, -97.1465787940703 49.8910149156103))"
1012,3293,NONE,4 HOUR,William Ave,0800 - 1730,8,2.75,204638,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1609980122436 49.9059664169955),"MULTILINESTRING ((-97.1606761977131 49.905863097668, -97.1613198290372 49.9060697357165))"
812,PBP-059,NONE,2 HOUR,Princess St,0800 - 1730,2,1.75,204387,PaybyPhone Only,Downtown,POINT (-97.138244962986 49.9039175124846),"MULTILINESTRING ((-97.1382861846082 49.9038636977475, -97.1382037427579 49.903971325267))"
325,PBP-193,NONE,2 HOUR,Kennedy St,0800 - 1730,3,1.75,204802,PaybyPhone Only,West End,POINT (-97.1497454335931 49.8945258578759),"MULTILINESTRING ((-97.1497108878391 49.8944622155064, -97.1497799797825 49.8945895008695))"
92,PBP-039,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,2,2.75,204366,PaybyPhone Only,Exchange,POINT (-97.1370594843296 49.897615369244),"MULTILINESTRING ((-97.1369611096411 49.8975928067357, -97.1371578608057 49.8976379320579))"
314,3411,NONE,2 HOUR,Edmonton St,0800 - 1730,2,2.75,204266,"Paystation, PaybyPhone",Downtown,POINT (-97.1466578207116 49.891543804068),"MULTILINESTRING ((-97.1466281944161 49.8914892577447, -97.1466874460478 49.8915983484944))"
479,PBP-003,NONE,2 HOUR,Ellice Ave,0800 - 1730,10,2.75,204272,PaybyPhone Only,Downtown,POINT (-97.1423589024347 49.8955369200408),"MULTILINESTRING ((-97.142022274905 49.8956131917709, -97.1423141104552 49.8955470689011, -97.1426955301543 49.8954606470432))"
214,PBP-157,NONE,9.5 HOUR,Dominion St,0800 - 1730,2,1.75,204794,PaybyPhone Only,West End,POINT (-97.1781166087029 49.8854786367035),"MULTILINESTRING ((-97.1781200573726 49.8854337305112, -97.1781131599875 49.8855235434079))"
125,PBP-180,NONE,2 HOUR,Rupert Ave,0800 - 1730,5,1.75,204394,PaybyPhone Only,Downtown,POINT (-97.1383269147773 49.9011481478464),"MULTILINESTRING ((-97.1381696059725 49.9010979503494, -97.1384842209003 49.9011983441704))"
223,PBP-129,NONE,2 HOUR,Selkirk Ave,0800 - 1730,14,1.75,204740,PaybyPhone Only,Selkirk,POINT (-97.1430815741218 49.9149694308642),"MULTILINESTRING ((-97.1425531504888 49.9148000652571, -97.1436100014699 49.9151387940714))"
2399,7224,NONE,2 HOUR,James Ave,0800 - 1730,5,1.75,204510,"Paystation, PaybyPhone",Exchange,POINT (-97.1353494893553 49.8993197599762),"MULTILINESTRING ((-97.1351884016079 49.8992682027004, -97.1355105817245 49.8993713183979))"
138,4228,NONE,2 HOUR,Arthur St,0800 - 1730,3,2.75,204493,"Paystation, PaybyPhone",Exchange,POINT (-97.1411367037766 49.8970012038556),"MULTILINESTRING ((-97.1411834848925 49.8969409102721, -97.1410899236214 49.8970614960315))"
258,4264,AM,2 HOUR,York Ave,0900 - 1730,4,2.75,204444,"Paystation, PaybyPhone",Downtown,POINT (-97.1471818947178 49.8878124757535),"MULTILINESTRING ((-97.1470065272537 49.8878020331635, -97.1473572617042 49.887822918046))"
2321,PBP-062,NONE,2 HOUR,Rorie St,0800 - 1730,2,2.75,204561,PaybyPhone Only,Exchange,POINT (-97.1373119809265 49.8963795010071),"MULTILINESTRING ((-97.13733371929 49.8963321840149, -97.1372902411546 49.8964268209681))"
502,PBP-049,NONE,2 HOUR,Lily St,0800 - 1730,3,1.75,204520,PaybyPhone Only,Exchange,POINT (-97.1359601131014 49.8991472555298),"MULTILINESTRING ((-97.1360183296716 49.8990722503282, -97.1359018956708 49.8992222615776))"
2458,PBP-046,NONE,2 HOUR,James Ave,0800 - 1730,1,2.75,204305,PaybyPhone Only,Downtown,POINT (-97.140324694237 49.9007699448659),"MULTILINESTRING ((-97.1402834545141 49.9007567732008, -97.1403659399889 49.9007831184348))"
167,PBP-211,"AM, PM",4 HOUR,Notre Dame Ave,0900 - 1530,7,2.75,204624,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1639720195664 49.9030321656572),"MULTILINESTRING ((-97.163654158711 49.9029305647443, -97.1642898813055 49.9031337655558))"
1018,PBP-160,"AM, PM",4 HOUR,Notre Dame Ave,0900 - 1530,9,2.75,204625,PaybyPhone Only,Health Science Centre,POINT (-97.1613637551098 49.9019677775002),"MULTILINESTRING ((-97.1609709713298 49.9018416075463, -97.16175654052 49.9020939459911))"
706,PBP-184,NONE,4 HOUR,McDermot Ave,0800 - 1730,4,2.75,204622,PaybyPhone Only,Health Science Centre,POINT (-97.1647839344395 49.9049181787137),"MULTILINESTRING ((-97.1646173634355 49.9048658390468, -97.1649505068333 49.904970518465))"
712,4868,NONE,4 HOUR,William Ave,0800 - 1730,2,2.75,204641,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1622519137076 49.9063673210888),"MULTILINESTRING ((-97.1621279776256 49.9063275332602, -97.162338937652 49.9063952587087, -97.1623758377581 49.9064071048245))"
1115,PBP-102,NONE,2 HOUR,Ellen St,0800 - 1730,4,1.75,204686,PaybyPhone Only,No Biz Zone,POINT (-97.1462725640844 49.8996948464661),"MULTILINESTRING ((-97.1463675899513 49.8995719084954, -97.1461990396785 49.8997899668331, -97.146177548909 49.8998177904648))"
2247,4882,"AM, PM",4 HOUR,Sherbrook St,0900 - 1530,5,2.75,204631,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1551113639099 49.9047621647258),"MULTILINESTRING ((-97.1552224900445 49.9046181570679, -97.1550660066592 49.9048209426237, -97.1550491118955 49.9048450128769, -97.1550349991546 49.9048698193417, -97.1550237446275 49.9048952281019, -97.1550178288203 49.9049107144169))"
592,PBP-075,"AM, PM",2 HOUR,York Ave,0900 - 1530,5,1.75,204456,PaybyPhone Only,Downtown,POINT (-97.1381027167773 49.8899035040081),"MULTILINESTRING ((-97.1378824325046 49.8899533946786, -97.1383230009774 49.8898536128335))"
736,PBP-022,"AM, PM",2 HOUR,Logan Ave,0900 - 1530,5,1.75,204327,PaybyPhone Only,Downtown,POINT (-97.1390913939127 49.9036877362618),"MULTILINESTRING ((-97.1389355449674 49.9036377431663, -97.1392472451831 49.9037377297907))"
1155,4536,NONE,2 HOUR,Hargrave St,0800 - 1730,10,1.75,204798,"Paystation, PaybyPhone",West End,POINT (-97.1458987248107 49.8955706162754),"MULTILINESTRING ((-97.1457835706916 49.8953584738339, -97.1460138798203 49.8957827583782))"
1051,3400,NONE,2 HOUR,Edmonton St,0800 - 1730,7,2.75,204264,"Paystation, PaybyPhone",Downtown,POINT (-97.1452161113555 49.8885115562498),"MULTILINESTRING ((-97.1451355697492 49.8883630439023, -97.1452966532372 49.8886600681355))"
2260,PBP-038,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,13,2.75,204605,PaybyPhone Only,Health Science Centre,POINT (-97.1543930298168 49.9025001709099),"MULTILINESTRING ((-97.1538488520401 49.9023253955586, -97.1539233910153 49.9023493357076, -97.15493721435 49.9026749446208))"
2419,PBP-028,NONE,2 HOUR,Adelaide St,0800 - 1730,1,1.75,204481,PaybyPhone Only,Exchange,POINT (-97.1421359047084 49.9005673411203),"MULTILINESTRING ((-97.1421624392015 49.9005321028278, -97.1421093720954 49.9006025768586))"
769,4188,NONE,2 HOUR,Garry St,0800 - 1730,1,1.75,204283,"Paystation, PaybyPhone",Downtown,POINT (-97.1383683114215 49.8894499251879),"MULTILINESTRING ((-97.1383568056196 49.8894287115944, -97.1383798196172 49.889471143175))"
1120,7211,NONE,2 HOUR,Albert St,0800 - 1730,2,2.75,204487,"Paystation, PaybyPhone",Exchange,POINT (-97.1403801580015 49.8965644877245),"MULTILINESTRING ((-97.1403810791429 49.8965219581831, -97.1403818178193 49.8965507326518, -97.1403750372761 49.8966069236282))"
1718,4528,NONE,2 HOUR,Colony St,0800 - 1730,7,1.75,204246,"Paystation, PaybyPhone",Downtown,POINT (-97.1510988183638 49.88931369166),"MULTILINESTRING ((-97.1511185129378 49.889093749016, -97.1510791235366 49.889533635125))"
685,PBP-128,NONE,2 HOUR,Elgin Ave,0800 - 1730,6,1.75,204684,PaybyPhone Only,No Biz Zone,POINT (-97.1433834248184 49.9013633935264),"MULTILINESTRING ((-97.1431027019528 49.9012736256512, -97.1436641492532 49.9014531608916))"
612,3203,AM,2 HOUR,Smith St,0900 - 1730,5,1.75,204402,"Paystation, PaybyPhone",Downtown,POINT (-97.1391759036704 49.8882367997093),"MULTILINESTRING ((-97.1390958073662 49.8880894473005, -97.1392560008826 49.8883841528336))"
2145,3403,NONE,2 HOUR,McDermot Ave,0800 - 1730,7,1.75,204543,"Paystation, PaybyPhone",Exchange,POINT (-97.1344559549981 49.8963993568695),"MULTILINESTRING ((-97.1342438245195 49.896350233494, -97.1346680863784 49.8964484799669))"
828,4919,NONE,2 HOUR,King St,0800 - 1730,4,1.75,204321,"Paystation, PaybyPhone",Downtown,POINT (-97.1378831632278 49.9023490322152),"MULTILINESTRING ((-97.1379532807771 49.9022583556301, -97.1378130465407 49.902439707302))"
631,4183,NONE,2 HOUR,Garry St,0800 - 1730,8,1.75,204282,"Paystation, PaybyPhone",Downtown,POINT (-97.1387091245414 49.8900863548067),"MULTILINESTRING ((-97.1385709954623 49.8898317542404, -97.138572616046 49.8898347412509, -97.1388472538519 49.8903409530286))"
1026,PBP-138,NONE,2 HOUR,Portage Ave,0800 - 1730,3,2.75,204372,PaybyPhone Only,Downtown,POINT (-97.1464276892404 49.8924236772537),"MULTILINESTRING ((-97.1463277570834 49.8924603979158, -97.1465276193349 49.8923869572077))"
636,PBP-196,"AM, PM",2 HOUR,Broadway,0900 - 1530,2,1.75,204224,PaybyPhone Only,Downtown,POINT (-97.1356797728724 49.8885107773068),"MULTILINESTRING ((-97.1355933688208 49.8885303330238, -97.1357661754728 49.8884912218382))"
2659,PBP-039,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,1,2.75,204366,PaybyPhone Only,Exchange,POINT (-97.1373335343219 49.8976811460422),"MULTILINESTRING ((-97.1372973454805 49.8976728461501, -97.1373697224116 49.8976894457478))"
338,4555,NONE,2 HOUR,Qu'appelle Ave,0800 - 1730,4,1.75,204804,"Paystation, PaybyPhone",West End,POINT (-97.1466228459277 49.8959048490476),"MULTILINESTRING ((-97.1464914697984 49.8959345769742, -97.1467542224172 49.8958751208545))"
27,4214,NONE,2 HOUR,Fort St,0800 - 1730,13,1.75,204276,"Paystation, PaybyPhone",Downtown,POINT (-97.1383434576729 49.8921073885576),"MULTILINESTRING ((-97.1381861670324 49.8918166494969, -97.1385007495714 49.892398126228))"
29,4250,NONE,2 HOUR,Garry St,0800 - 1730,2,2.75,204285,"Paystation, PaybyPhone",Downtown,POINT (-97.1403030990837 49.8930037540133),"MULTILINESTRING ((-97.1402800792083 49.8929613240132, -97.1403261195935 49.8930461851034))"
411,PBP-204,"AM, PM",2 HOUR,Broadway,0900 - 1530,6,1.75,204220,"Paystation, PaybyPhone",Downtown,POINT (-97.1397318778718 49.8875889424534),"MULTILINESTRING ((-97.1394535111821 49.8876520662924, -97.1400102442009 49.8875258178647))"
255,4515,NONE,2 HOUR,Kennedy St,0800 - 1730,4,2.75,204311,"Paystation, PaybyPhone",Downtown,POINT (-97.1465423862593 49.8886023488017),"MULTILINESTRING ((-97.1464963118096 49.8885174959269, -97.1465303743735 49.8885802271765, -97.1465884606537 49.8886872012636))"
47,3105,"AM, PM",2 HOUR,Smith St,0900 - 1530,5,1.75,204396,"Paystation, PaybyPhone",Downtown,POINT (-97.1407308930619 49.8914665501334),"MULTILINESTRING ((-97.1406525002138 49.8913223151527, -97.1408092866205 49.8916107855065))"
2923,PBP-139,NONE,2 HOUR,Hargrave St,0800 - 1730,2,1.75,204507,PaybyPhone Only,Exchange,POINT (-97.1438029292348 49.899432875155),"MULTILINESTRING ((-97.143846234707 49.8993769901697, -97.1437596217016 49.8994887626543))"
330,PBP-122,NONE,2 HOUR,Carlton St,0800 - 1730,2,1.75,204792,PaybyPhone Only,West End,POINT (-97.1472277120206 49.894963197185),"MULTILINESTRING ((-97.1472047049137 49.8949207641007, -97.1472507198567 49.895005631535))"
2085,4508,NONE,2 HOUR,Adelaide St,0800 - 1730,2,1.75,204480,"Paystation, PaybyPhone",Exchange,POINT (-97.1422229426499 49.9001880966423),"MULTILINESTRING ((-97.1422843518622 49.9001065430824, -97.1421615338367 49.9002696493642))"
